NCBI_Id,GeneID
LOC103627659,Zm00001d017864
LOC103627660,-
LOC103627661,Zm00001d017868
LOC103627663,Zm00001d017880
LOC103627664,Zm00001d017883
LOC103627665,-
LOC103627666,Zm00001d017887
LOC103627668,Zm00001d017900
LOC103627669,Zm00001d017899
LOC103627672,-
LOC103627673,Zm00001d017895
LOC103627674,Zm00001d017894
LOC103627675,Zm00001d017893
LOC103627676,-
LOC103627678,Zm00001d017906
LOC103627679,Zm00001d017911
LOC103627680,Zm00001d017939
LOC103627681,-
LOC103627683,-
LOC103627685,-
LOC103627686,Zm00001d017931
LOC103627687,-
LOC103627688,Zm00001d017928
LOC103627689,Zm00001d017943
LOC103627690,Zm00001d017944
LOC103627692,Zm00001d017954
LOC103627693,Zm00001d017959
LOC103627695,Zm00001d017965
LOC103627696,Zm00001d017967
LOC103627697,Zm00001d017979
LOC103627698,-
LOC103627700,Zm00001d017983
LOC103627701,Zm00001d017982
LOC103627702,Zm00001d017986
LOC103627703,Zm00001d017989
LOC103627704,Zm00001d017991
LOC103627706,Zm00001d017994
LOC103627707,-
LOC103627708,Zm00001d017997
LOC103627710,Zm00001d018009
LOC103627711,-
LOC103627713,Zm00001d018014
LOC103627714,Zm00001d018016
LOC103627715,-
LOC103627717,Zm00001d018025
LOC103627718,Zm00001d018024
LOC103627719,Zm00001d018029
LOC103627720,-
LOC103627723,Zm00001d018040
LOC103627724,Zm00001d018043
LOC103627725,Zm00001d018045
LOC103627726,-
LOC103627728,Zm00001d018047
LOC103627739,-
LOC103627741,-
LOC103627742,Zm00001d018057
LOC103627744,-
LOC103627746,Zm00001d018064
LOC103627747,Zm00001d018066
LOC103627748,Zm00001d018069
LOC103627749,Zm00001d018070
LOC103627750,-
LOC103627751,Zm00001d018076
LOC103627752,Zm00001d018082
LOC103627753,-
LOC103627754,-
LOC103627755,Zm00001d018088
LOC103627757,-
LOC103627759,-
LOC103627760,Zm00001d031670
LOC103627761,Zm00001d018102
LOC103627762,Zm00001d018105
LOC103627763,-
LOC103627764,Zm00001d018113
LOC103627765,Zm00001d018118
LOC103627767,Zm00001d018122
LOC103627768,-
LOC103627771,Zm00001d018130
LOC103627772,-
LOC103627774,Zm00001d018151
LOC103627775,-
LOC103627776,-
LOC103627778,-
LOC103627780,Zm00001d018156
LOC103627781,Zm00001d018161
LOC103627782,-
LOC103627785,Zm00001d018181
LOC103627787,Zm00001d018185
LOC103627788,Zm00001d018187
LOC103627789,-
LOC103627790,-
LOC103627791,Zm00001d018190
LOC103627793,-
LOC103627794,Zm00001d018192
LOC103627795,Zm00001d018193
LOC103627796,Zm00001d018195
LOC103627798,Zm00001d018200
LOC103627799,Zm00001d018199
LOC103627800,Zm00001d018210
LOC103627801,Zm00001d018217
LOC103627802,Zm00001d018219
LOC103627804,Zm00001d018233
LOC103627807,Zm00001d018251
LOC103627808,Zm00001d018254
LOC103627810,-
LOC103627811,Zm00001d018260
LOC103627813,-
LOC103627814,Zm00001d018265
LOC103627818,Zm00001d018285
LOC103627819,Zm00001d018286
LOC103627820,Zm00001d018289
LOC103627821,-
LOC103627822,Zm00001d018290
LOC103627823,Zm00001d018291
LOC103627824,Zm00001d018292
LOC103627825,Zm00001d018295
LOC103627829,-
LOC103627831,Zm00001d018316
LOC103627832,Zm00001d018318
LOC103627833,Zm00001d018319
LOC103627834,Zm00001d018321
LOC103627835,Zm00001d018324
LOC103627836,-
LOC103627839,Zm00001d018329
LOC103627840,Zm00001d018332
LOC103627841,-
LOC103627842,Zm00001d018335
LOC103627843,Zm00001d018336
LOC103627845,-
LOC103627848,-
LOC103627849,-
LOC103627850,Zm00001d018362
LOC103627854,-
LOC103627856,Zm00001d018375
LOC103627857,-
LOC103627858,-
LOC103627859,-
LOC103627860,-
LOC103627861,-
LOC103627862,Zm00001d018388
LOC103627863,Zm00001d018390
LOC103627864,Zm00001d018400
LOC103627865,Zm00001d018401
LOC103627866,-
LOC103627869,-
LOC103627873,Zm00001d018422
LOC103627875,Zm00001d018423
LOC103627877,-
LOC103627878,Zm00001d018435
LOC103627879,Zm00001d018436
LOC103627881,Zm00001d018439
LOC103627882,Zm00001d018443
LOC103627883,Zm00001d018445
LOC103627885,-
LOC103627886,-
LOC103627888,-
LOC103627889,Zm00001d018465
LOC103627890,Zm00001d018470
LOC103627891,Zm00001d018475
LOC103627892,Zm00001d018477
LOC103627895,Zm00001d018488
LOC103627897,-
LOC103627898,Zm00001d018496
LOC103627899,Zm00001d018500
LOC103627903,-
LOC103627905,Zm00001d018516
LOC103627906,Zm00001d018523
LOC103627907,Zm00001d018528
LOC103627908,-
LOC103627909,-
LOC103627911,Zm00001d018532
LOC103627913,Zm00001d018542
LOC103627916,Zm00001d018544
LOC103627917,-
LOC103627918,-
LOC103627919,-
LOC103627923,-
LOC103627924,-
LOC103627927,-
LOC103627930,Zm00001d018587
LOC103627931,-
LOC103627932,-
LOC103627934,-
LOC103627936,-
LOC103627938,-
LOC103627940,-
LOC103627942,Zm00001d012856
LOC103627943,-
LOC103627946,Zm00001d012941
LOC103627949,-
LOC103627950,-
LOC103627951,-
LOC103627952,-
LOC103627954,-
LOC103627955,Zm00001d013017
LOC103627956,Zm00001d013018
LOC103627959,-
LOC103627964,-
LOC103627966,-
LOC103627968,-
LOC103627969,Zm00001d013088
LOC103627970,Zm00001d013091
LOC103627975,Zm00001d013169
LOC103627978,Zm00001d013244
LOC103627979,Zm00001d013246
LOC103627981,Zm00001d013260
LOC103627982,-
LOC103627983,Zm00001d013288
LOC103627986,-
LOC103627987,Zm00001d013351
LOC103627988,-
LOC103627989,-
LOC103627990,-
LOC103627991,-
LOC103627992,Zm00001d013369
LOC103627993,-
LOC103627994,Zm00001d013372
LOC103627995,Zm00001d013393
LOC103627996,-
LOC103627998,-
LOC103628000,Zm00001d013423
LOC103628004,-
LOC103628006,-
LOC103628008,Zm00001d013491
LOC103628009,-
LOC103628010,-
LOC103628011,-
LOC103628016,-
LOC103628017,Zm00001d013521
LOC103628018,-
LOC103628019,Zm00001d013537
LOC103628023,Zm00001d013575
LOC103628025,-
LOC103628026,Zm00001d013578
LOC103628027,-
LOC103628028,-
LOC103628029,-
LOC103628030,Zm00001d013594
LOC103628034,-
LOC103628037,-
LOC103628039,Zm00001d013648
LOC103628040,-
LOC103628041,-
LOC103628045,-
LOC103628047,Zm00001d013702
LOC103628051,Zm00001d013776
LOC103628054,Zm00001d013792
LOC103628056,-
LOC103628057,Zm00001d013811
LOC103628063,-
LOC103628064,Zm00001d013844
LOC103628066,-
LOC103628068,-
LOC103628078,-
LOC103628080,Zm00001d013931
LOC103628082,-
LOC103628085,Zm00001d013950
LOC103628086,-
LOC103628089,-
LOC103628090,-
LOC103628092,Zm00001d013973
LOC103628096,-
LOC103628097,-
LOC103628098,-
LOC103628099,-
LOC103628102,-
LOC103628103,-
LOC103628107,-
LOC103628112,Zm00001d014098
LOC103628114,-
LOC103628115,Zm00001d014111
LOC103628116,Zm00001d014113
LOC103628119,Zm00001d014136
LOC103628121,Zm00001d014151
LOC103628123,-
LOC103628124,-
LOC103628125,-
LOC103628127,Zm00001d014163
LOC103628128,-
LOC103628129,-
LOC103628130,-
LOC103628132,-
LOC103628133,-
LOC103628138,-
LOC103628139,Zm00001d014223
LOC103628141,-
LOC103628146,-
LOC103628147,-
LOC103628149,-
LOC103628150,-
LOC103628151,Zm00001d014267
LOC103628153,Zm00001d014268
LOC103628156,Zm00001d014290
LOC103628160,Zm00001d014329
LOC103628161,-
LOC103628162,-
LOC103628164,-
LOC103628166,-
LOC103628171,Zm00001d014393
LOC103628172,-
LOC103628174,-
LOC103628177,-
LOC103628178,-
LOC103628181,-
LOC103628183,-
LOC103628186,-
LOC103628187,Zm00001d014485
LOC103628188,-
LOC103628192,-
LOC103628194,Zm00001d014521
LOC103628195,-
LOC103628199,Zm00001d014544
LOC103628200,-
LOC103628204,Zm00001d014555
LOC103628205,Zm00001d014577
LOC103628206,-
LOC103628210,-
LOC103628217,-
LOC103628220,-
LOC103628222,-
LOC103628223,-
LOC103628226,-
LOC103628228,-
LOC103628230,-
LOC103628232,-
LOC103628234,-
LOC103628236,-
LOC103628237,Zm00001d014806
LOC103628238,Zm00001d014807
LOC103628241,-
LOC103628242,-
LOC103628243,-
LOC103628250,-
LOC103628254,-
LOC103628255,-
LOC103628256,-
LOC103628257,Zm00001d014908
LOC103628258,-
LOC103628259,Zm00001d014917
LOC103628260,-
LOC103628261,-
LOC103628262,-
LOC103628263,Zm00001d014987
LOC103628266,-
LOC103628268,Zm00001d015028
LOC103628269,Zm00001d015031
LOC103628270,-
LOC103628274,Zm00001d015050
LOC103628278,-
LOC103628280,-
LOC103628281,-
LOC103628284,-
LOC103628293,-
LOC103628294,-
LOC103628295,-
LOC103628296,Zm00001d015202
LOC103628300,Zm00001d015220
LOC103628309,Zm00001d015280
LOC103628310,-
LOC103628319,-
LOC103628322,Zm00001d015386
LOC103628325,Zm00001d015395
LOC103628326,Zm00001d015396
LOC103628327,-
LOC103628328,Zm00001d015401
LOC103628330,Zm00001d015411
LOC103628334,-
LOC103628349,-
LOC103628350,-
LOC103628354,Zm00001d015575
LOC103628355,Zm00001d015578
LOC103628357,Zm00001d015590
LOC103628359,-
LOC103628361,-
LOC103628363,-
LOC103628365,-
LOC103628371,Zm00001d015677
LOC103628372,-
LOC103628374,Zm00001d015682
LOC103628375,Zm00001d015685
LOC103628376,-
LOC103628379,-
LOC103628390,-
LOC103628395,-
LOC103628410,-
LOC103628413,-
LOC103628416,-
LOC103628421,-
LOC103628422,-
LOC103628424,-
LOC103628426,Zm00001d015848
LOC103628429,-
LOC103628430,-
LOC103628432,Zm00001d015860
LOC103628436,Zm00001d015871
LOC103628437,-
LOC103628446,-
LOC103628448,-
LOC103628452,Zm00001d015907
LOC103628457,Zm00001d015926
LOC103628458,-
LOC103628460,Zm00001d015940
LOC103628466,-
LOC103628467,-
LOC103628469,Zm00001d015969
LOC103628471,Zm00001d015981
LOC103628473,-
LOC103628476,-
LOC103628481,-
LOC103628483,Zm00001d016009
LOC103628484,Zm00001d016012
LOC103628489,Zm00001d016017
LOC103628491,Zm00001d016027
LOC103628493,-
LOC103628494,Zm00001d016037
LOC103628495,Zm00001d016039
LOC103628498,-
LOC103628499,-
LOC103628500,-
LOC103628501,Zm00001d016068
LOC103628504,-
LOC103628508,Zm00001d016096
LOC103628516,-
LOC103628520,Zm00001d016145
LOC103628521,-
LOC103628526,Zm00001d016162
LOC103628527,-
LOC103628528,-
LOC103628529,-
LOC103628530,-
LOC103628533,Zm00001d016179
LOC103628534,-
LOC103628537,Zm00001d016195
LOC103628538,-
LOC103628539,-
LOC103628540,Zm00001d000364
LOC103628545,-
LOC103628548,-
LOC103628550,-
LOC103628551,Zm00001d016236
LOC103628554,-
LOC103628555,-
LOC103628557,Zm00001d012733
LOC103628558,-
LOC103628560,Zm00001d016252
LOC103628561,Zm00001d016253
LOC103628568,-
LOC103628569,-
LOC103628570,Zm00001d016265
LOC103628571,Zm00001d016266
LOC103628574,-
LOC103628577,Zm00001d016308
LOC103628578,-
LOC103628579,Zm00001d016312
LOC103628581,Zm00001d016315
LOC103628582,-
LOC103628583,-
LOC103628586,-
LOC103628590,-
LOC103628591,-
LOC103628593,-
LOC103628594,-
LOC103628595,-
LOC103628598,Zm00001d016367
LOC103628601,-
LOC103628604,-
LOC103628608,-
LOC103628609,-
LOC103628610,-
LOC103628611,Zm00001d016420
LOC103628612,-
LOC103628614,Zm00001d016427
LOC103628616,Zm00001d016428
LOC103628618,Zm00001d016431
LOC103628619,-
LOC103628624,Zm00001d016448
LOC103628625,-
LOC103628631,-
LOC103628633,-
LOC103628634,Zm00001d016504
LOC103628635,-
LOC103628642,-
LOC103628643,-
LOC103628645,Zm00001d016533
LOC103628648,-
LOC103628651,-
LOC103628654,-
LOC103628657,Zm00001d016596
LOC103628659,-
LOC103628660,Zm00001d016605
LOC103628663,Zm00001d016616
LOC103628665,Zm00001d016623
LOC103628666,Zm00001d016627
LOC103628667,Zm00001d016632
LOC103628669,-
LOC103628670,-
LOC103628674,-
LOC103628679,-
LOC103628684,-
LOC103628685,-
LOC103628686,-
LOC103628690,-
LOC103628691,Zm00001d016791
LOC103628693,-
LOC103628694,-
LOC103628699,Zm00001d016840
LOC103628703,-
LOC103628708,Zm00001d016884
LOC103628710,-
LOC103628711,Zm00001d016907
LOC103628712,Zm00001d016919
LOC103628713,Zm00001d016923
LOC103628714,-
LOC103628719,-
LOC103628720,-
LOC103628721,Zm00001d016975
LOC103628722,-
LOC103628727,-
LOC103628729,-
LOC103628730,Zm00001d017028
LOC103628732,-
LOC103628733,-
LOC103628734,-
LOC103628735,-
LOC103628738,Zm00001d017112
LOC103628745,-
LOC103628746,Zm00001d017160
LOC103628748,-
LOC103628752,Zm00001d017188
LOC103628754,-
LOC103628756,-
LOC103628758,-
LOC103628760,-
LOC103628763,Zm00001d017326
LOC103628765,-
LOC103628766,-
LOC103628767,-
LOC103628769,-
LOC103628775,Zm00001d017402
LOC103628776,-
LOC103628778,-
LOC103628782,-
LOC103628783,-
LOC103628784,-
LOC103628786,-
LOC103628787,Zm00001d017489
LOC103628793,-
LOC103628796,-
LOC103628799,Zm00001d017567
LOC103628801,Zm00001d017289
LOC103628803,-
LOC103628805,-
LOC103628806,Zm00001d017625
LOC103628808,-
LOC103628809,-
LOC103628810,Zm00001d017655
LOC103628811,-
LOC103628814,-
LOC103628818,-
LOC103628820,-
LOC103628822,-
LOC103628824,Zm00001d017804
LOC103628832,-
LOC103628834,-
LOC103628835,-
LOC103628836,-
LOC103628837,-
LOC103628839,-
LOC103628843,Zm00001d017981
LOC103628854,-
LOC103628855,-
LOC103628856,Zm00001d018060
LOC103628857,-
LOC103628858,-
LOC103628867,-
LOC103628868,-
LOC103628870,Zm00001d018145
LOC103628873,-
LOC103628874,-
LOC103628875,-
LOC103628877,-
LOC103628878,-
LOC103628879,Zm00001d018203
LOC103628882,-
LOC103628884,-
LOC103628886,Zm00001d018262
LOC103628892,-
LOC103628894,Zm00001d018307
LOC103628895,-
LOC103628897,Zm00001d018368
LOC103628900,Zm00001d018373
LOC103628901,Zm00001d018376
LOC103628902,-
LOC103628906,Zm00001d018430
LOC103628907,-
LOC103628908,Zm00001d018444
LOC103628909,-
LOC103628911,Zm00001d018513
LOC103628912,Zm00001d018547
LOC103628913,Zm00001d018550
LOC103628914,-
LOC103628919,-
LOC103628923,Zm00001d034965
LOC103628925,Zm00001d034971
LOC103628926,Zm00001d034973
LOC103628928,Zm00001d034981
LOC103628929,-
LOC103628930,-
LOC103628931,-
LOC103628932,Zm00001d034989
LOC103628933,-
LOC103628935,Zm00001d035002
LOC103628936,-
LOC103628937,-
LOC103628938,-
LOC103628939,Zm00001d035004
LOC103628940,Zm00001d035005
LOC103628946,-
LOC103628948,Zm00001d035020
LOC103628949,Zm00001d035021
LOC103628950,-
LOC103628951,Zm00001d035028
LOC103628953,Zm00001d035033
LOC103628954,-
LOC103628959,Zm00001d035053
LOC103628960,Zm00001d035055
LOC103628961,-
LOC103628962,Zm00001d035063
LOC103628963,-
LOC103628965,-
LOC103628966,Zm00001d035069
LOC103628967,Zm00001d035070
LOC103628968,Zm00001d035072
LOC103628970,Zm00001d035076
LOC103628972,Zm00001d035080
LOC103628973,Zm00001d035082
LOC103628975,Zm00001d035084
LOC103628977,Zm00001d035091
LOC103628978,Zm00001d035100
LOC103628979,Zm00001d035101
LOC103628981,-
LOC103628982,Zm00001d035119
LOC103628985,Zm00001d035113
LOC103628987,Zm00001d035112
LOC103628988,Zm00001d035111
LOC103628990,Zm00001d035109
LOC103628991,Zm00001d035108
LOC103628993,-
LOC103628994,Zm00001d035140
LOC103628995,Zm00001d035145
LOC103628996,-
LOC103628997,-
LOC103628998,Zm00001d035153
LOC103629001,Zm00001d035163
LOC103629002,-
LOC103629003,-
LOC103629004,Zm00001d035167
LOC103629005,Zm00001d035170
LOC103629006,Zm00001d035172
LOC103629007,-
LOC103629009,-
LOC103629010,Zm00001d035178
LOC103629012,-
LOC103629014,-
LOC103629015,-
LOC103629017,-
LOC103629018,Zm00001d035191
LOC103629021,Zm00001d035197
LOC103629022,Zm00001d035205
LOC103629035,-
LOC103629036,Zm00001d035343
LOC103629037,-
LOC103629038,-
LOC103629039,-
LOC103629043,-
LOC103629044,-
LOC103629045,-
LOC103629048,-
LOC103629050,-
LOC103629052,-
LOC103629054,-
LOC103629056,-
LOC103629057,-
LOC103629059,-
LOC103629061,-
LOC103629063,-
LOC103629065,-
LOC103629066,-
LOC103629068,-
LOC103629070,-
LOC103629071,Zm00001d035386
LOC103629073,Zm00001d035394
LOC103629074,-
LOC103629078,-
LOC103629079,Zm00001d035401
LOC103629080,-
LOC103629081,-
LOC103629082,-
LOC103629083,Zm00001d035416
LOC103629084,Zm00001d035411
LOC103629085,-
LOC103629087,-
LOC103629088,-
LOC103629089,-
LOC103629090,-
LOC103629094,-
LOC103629097,-
LOC103629098,Zm00001d044726
LOC103629103,-
LOC103629105,Zm00001d035267
LOC103629107,Zm00001d035266
LOC103629109,-
LOC103629110,-
LOC103629111,Zm00001d035263
LOC103629112,-
LOC103629113,-
LOC103629115,Zm00001d035253
LOC103629117,-
LOC103629121,-
LOC103629122,-
LOC103629123,-
LOC103629124,-
LOC103629127,Zm00001d035228
LOC103629128,Zm00001d035225
LOC103629130,Zm00001d035224
LOC103629131,Zm00001d035223
LOC103629132,-
LOC103629136,Zm00001d035285
LOC103629137,-
LOC103629139,-
LOC103629140,-
LOC103629141,-
LOC103629142,Zm00001d035294
LOC103629144,-
LOC103629145,-
LOC103629146,-
LOC103629147,-
LOC103629149,-
LOC103629151,-
LOC103629153,-
LOC103629157,-
LOC103629158,-
LOC103629159,Zm00001d035333
LOC103629160,Zm00001d035336
LOC103629162,-
LOC103629163,Zm00001d035443
LOC103629164,Zm00001d035444
LOC103629165,-
LOC103629166,Zm00001d035446
LOC103629169,-
LOC103629174,Zm00001d035457
LOC103629175,-
LOC103629176,-
LOC103629177,Zm00001d035462
LOC103629178,-
LOC103629180,Zm00001d035467
LOC103629181,-
LOC103629182,Zm00001d035479
LOC103629184,-
LOC103629186,-
LOC103629187,-
LOC103629190,Zm00001d035506
LOC103629193,-
LOC103629194,Zm00001d035511
LOC103629195,-
LOC103629196,Zm00001d035512
LOC103629197,-
LOC103629201,-
LOC103629203,Zm00001d035537
LOC103629206,Zm00001d035548
LOC103629209,-
LOC103629210,Zm00001d035557
LOC103629211,-
LOC103629212,Zm00001d035574
LOC103629213,Zm00001d035575
LOC103629214,-
LOC103629215,-
LOC103629216,-
LOC103629217,-
LOC103629219,Zm00001d035588
LOC103629220,-
LOC103629221,Zm00001d035596
LOC103629222,Zm00001d035599
LOC103629223,Zm00001d035603
LOC103629226,Zm00001d035605
LOC103629229,Zm00001d035608
LOC103629231,Zm00001d035612
LOC103629232,-
LOC103629234,Zm00001d035619
LOC103629239,Zm00001d035631
LOC103629240,Zm00001d035640
LOC103629241,-
LOC103629243,-
LOC103629244,-
LOC103629246,Zm00001d035651
LOC103629247,-
LOC103629248,-
LOC103629249,-
LOC103629252,Zm00001d035665
LOC103629255,Zm00001d035671
LOC103629256,-
LOC103629258,Zm00001d035682
LOC103629260,-
LOC103629262,Zm00001d035695
LOC103629263,-
LOC103629265,-
LOC103629266,Zm00001d035703
LOC103629267,-
LOC103629268,-
LOC103629270,Zm00001d035714
LOC103629272,Zm00001d035715
LOC103629273,-
LOC103629274,-
LOC103629275,Zm00001d035720
LOC103629276,Zm00001d035722
LOC103629277,Zm00001d035725
LOC103629278,Zm00001d035731
LOC103629283,-
LOC103629284,-
LOC103629286,-
LOC103629287,Zm00001d035741
LOC103629289,Zm00001d035747
LOC103629292,-
LOC103629295,-
LOC103629296,Zm00001d035756
LOC103629298,-
LOC103629299,Zm00001d035761
LOC103629300,-
LOC103629301,Zm00001d035766
LOC103629302,-
LOC103629303,-
LOC103629304,-
LOC103629308,Zm00001d035773
LOC103629309,Zm00001d035774
LOC103629310,Zm00001d035775
LOC103629312,Zm00001d035776
LOC103629313,-
LOC103629314,Zm00001d035779
LOC103629316,-
LOC103629322,-
LOC103629323,-
LOC103629324,-
LOC103629328,Zm00001d035803
LOC103629329,-
LOC103629330,-
LOC103629332,-
LOC103629333,Zm00001d035818
LOC103629334,-
LOC103629335,Zm00001d035820
LOC103629336,-
LOC103629337,-
LOC103629338,-
LOC103629341,-
LOC103629344,-
LOC103629350,-
LOC103629352,Zm00001d035855
LOC103629355,-
LOC103629356,Zm00001d035859
LOC103629357,-
LOC103629360,Zm00001d035865
LOC103629361,Zm00001d035869
LOC103629362,-
LOC103629364,Zm00001d035875
LOC103629365,-
LOC103629366,Zm00001d035881
LOC103629367,-
LOC103629369,Zm00001d035887
LOC103629370,Zm00001d035888
LOC103629371,-
LOC103629377,Zm00001d035918
LOC103629378,-
LOC103629381,-
LOC103629382,Zm00001d035933
LOC103629384,Zm00001d035937
LOC103629388,Zm00001d035953
LOC103629391,Zm00001d035960
LOC103629392,Zm00001d035962
LOC103629394,-
LOC103629395,Zm00001d035974
LOC103629396,-
LOC103629400,Zm00001d035980
LOC103629404,Zm00001d035986
LOC103629406,Zm00001d035992
LOC103629408,-
LOC103629410,Zm00001d035993
LOC103629413,-
LOC103629414,Zm00001d036002
LOC103629418,-
LOC103629419,Zm00001d036016
LOC103629421,-
LOC103629422,-
LOC103629424,Zm00001d036026
LOC103629429,Zm00001d036045
LOC103629430,-
LOC103629431,-
LOC103629433,Zm00001d036050
LOC103629435,-
LOC103629436,Zm00001d036051
LOC103629437,Zm00001d036055
LOC103629438,Zm00001d036060
LOC103629439,Zm00001d036062
LOC103629440,Zm00001d036066
LOC103629444,Zm00001d036069
LOC103629445,Zm00001d036072
LOC103629448,-
LOC103629449,-
LOC103629450,-
LOC103629454,Zm00001d036097
LOC103629455,-
LOC103629456,Zm00001d036098
LOC103629460,Zm00001d036100
LOC103629461,Zm00001d036104
LOC103629462,-
LOC103629463,-
LOC103629464,Zm00001d036119
LOC103629465,-
LOC103629467,Zm00001d036122
LOC103629468,Zm00001d036127
LOC103629469,-
LOC103629472,Zm00001d036142
LOC103629473,-
LOC103629474,-
LOC103629477,-
LOC103629478,Zm00001d036164
LOC103629479,-
LOC103629480,-
LOC103629481,-
LOC103629483,-
LOC103629484,-
LOC103629487,-
LOC103629491,Zm00001d036199
LOC103629492,Zm00001d036529
LOC103629493,Zm00001d036206
LOC103629494,-
LOC103629495,Zm00001d036210
LOC103629496,Zm00001d036214
LOC103629498,Zm00001d036218
LOC103629502,Zm00001d036224
LOC103629503,-
LOC103629504,Zm00001d036227
LOC103629509,Zm00001d036236
LOC103629514,Zm00001d036250
LOC103629515,Zm00001d036256
LOC103629516,-
LOC103629517,Zm00001d036261
LOC103629518,-
LOC103629520,Zm00001d036266
LOC103629521,Zm00001d036270
LOC103629522,Zm00001d036267
LOC103629523,Zm00001d036278
LOC103629524,Zm00001d036272
LOC103629525,-
LOC103629526,-
LOC103629530,-
LOC103629531,Zm00001d036298
LOC103629533,Zm00001d036301
LOC103629534,-
LOC103629535,-
LOC103629536,-
LOC103629538,Zm00001d036313
LOC103629539,-
LOC103629541,-
LOC103629542,-
LOC103629543,Zm00001d036340
LOC103629544,Zm00001d036342
LOC103629546,-
LOC103629547,Zm00001d036348
LOC103629549,-
LOC103629552,Zm00001d029155
LOC103629553,-
LOC103629554,-
LOC103629556,-
LOC103629558,-
LOC103629559,-
LOC103629562,-
LOC103629564,-
LOC103629565,Zm00001d036420
LOC103629566,-
LOC103629567,Zm00001d036422
LOC103629568,Zm00001d036423
LOC103629569,-
LOC103629572,-
LOC103629573,Zm00001d036426
LOC103629574,Zm00001d036428
LOC103629577,-
LOC103629578,-
LOC103629579,Zm00001d036447
LOC103629580,-
LOC103629582,Zm00001d036459
LOC103629583,-
LOC103629584,Zm00001d036467
LOC103629585,-
LOC103629586,-
LOC103629587,-
LOC103629588,-
LOC103629592,Zm00001d036483
LOC103629593,Zm00001d036484
LOC103629595,Zm00001d036499
LOC103629596,-
LOC103629597,Zm00001d036506
LOC103629598,Zm00001d036507
LOC103629599,Zm00001d036510
LOC103629600,Zm00001d036515
LOC103629602,-
LOC103629605,-
LOC103629606,-
LOC103629607,-
LOC103629610,Zm00001d036524
LOC103629612,Zm00001d036532
LOC103629613,-
LOC103629614,Zm00001d036533
LOC103629617,Zm00001d036539
LOC103629618,-
LOC103629619,-
LOC103629620,Zm00001d036543
LOC103629621,-
LOC103629622,-
LOC103629623,-
LOC103629625,-
LOC103629626,Zm00001d036557
LOC103629629,Zm00001d036564
LOC103629630,Zm00001d036567
LOC103629631,Zm00001d036568
LOC103629632,Zm00001d036571
LOC103629633,Zm00001d036573
LOC103629636,Zm00001d036577
LOC103629637,-
LOC103629638,Zm00001d036579
LOC103629639,Zm00001d036593
LOC103629640,Zm00001d036594
LOC103629641,-
LOC103629645,-
LOC103629646,Zm00001d036617
LOC103629647,Zm00001d036624
LOC103629648,Zm00001d036626
LOC103629651,-
LOC103629652,-
LOC103629654,-
LOC103629655,Zm00001d036635
LOC103629658,-
LOC103629659,-
LOC103629660,-
LOC103629661,Zm00001d036652
LOC103629663,-
LOC103629665,-
LOC103629667,-
LOC103629668,-
LOC103629672,-
LOC103629673,-
LOC103629674,Zm00001d036667
LOC103629675,Zm00001d036668
LOC103629677,Zm00001d036669
LOC103629678,-
LOC103629679,Zm00001d036676
LOC103629680,-
LOC103629681,Zm00001d036678
LOC103629683,Zm00001d036688
LOC103629684,Zm00001d036689
LOC103629688,Zm00001d036699
LOC103629690,-
LOC103629692,Zm00001d036707
LOC103629693,-
LOC103629694,-
LOC103629696,Zm00001d036716
LOC103629697,Zm00001d036717
LOC103629698,Zm00001d036720
LOC103629699,-
LOC103629700,Zm00001d036726
LOC103629702,Zm00001d036728
LOC103629704,Zm00001d036739
LOC103629705,Zm00001d036742
LOC103629707,Zm00001d036750
LOC103629708,-
LOC103629709,Zm00001d036759
LOC103629710,Zm00001d036762
LOC103629711,Zm00001d036763
LOC103629712,-
LOC103629713,Zm00001d036766
LOC103629714,Zm00001d036767
LOC103629715,Zm00001d036775
LOC103629716,-
LOC103629717,-
LOC103629718,Zm00001d036778
LOC103629720,Zm00001d036784
LOC103629721,Zm00001d036785
LOC103629722,-
LOC103629723,-
LOC103629724,Zm00001d036802
LOC103629725,Zm00001d036804
LOC103629726,-
LOC103629727,Zm00001d036807
LOC103629728,-
LOC103629730,Zm00001d036815
LOC103629731,-
LOC103629732,-
LOC103629733,Zm00001d036823
LOC103629734,Zm00001d036822
LOC103629735,Zm00001d036821
LOC103629737,-
LOC103629740,-
LOC103629743,Zm00001d036824
LOC103629745,Zm00001d036829
LOC103629748,Zm00001d036833
LOC103629749,Zm00001d036846
LOC103629750,-
LOC103629751,-
LOC103629752,Zm00001d036853
LOC103629753,-
LOC103629754,-
LOC103629755,-
LOC103629756,-
LOC103629758,-
LOC103629761,Zm00001d036856
LOC103629764,Zm00001d036865
LOC103629765,-
LOC103629768,-
LOC103629771,-
LOC103629772,Zm00001d036879
LOC103629774,-
LOC103629775,-
LOC103629777,-
LOC103629778,Zm00001d036889
LOC103629780,-
LOC103629782,Zm00001d036898
LOC103629786,Zm00001d036903
LOC103629787,Zm00001d036905
LOC103629788,-
LOC103629789,Zm00001d036908
LOC103629791,Zm00001d036911
LOC103629793,Zm00001d036913
LOC103629795,Zm00001d036917
LOC103629796,-
LOC103629797,-
LOC103629798,Zm00001d036925
LOC103629799,Zm00001d036927
LOC103629800,Zm00001d036931
LOC103629801,Zm00001d036933
LOC103629804,-
LOC103629805,Zm00001d036940
LOC103629807,-
LOC103629808,Zm00001d036946
