NCBI_Id,GeneID
LOC100274300,Zm00001d027509
LOC100274302,Zm00001d043827
LOC100274303,Zm00001d021696
LOC100274304,Zm00001d033522
LOC100274305,Zm00001d042257
LOC100274306,Zm00001d042474
LOC100274307,Zm00001d027519
LOC100274308,Zm00001d053018
LOC100274309,Zm00001d032679
LOC100274310,-
LOC100274311,Zm00001d019054
LOC100274313,Zm00001d028672
LOC100274314,Zm00001d017089
LOC100274315,Zm00001d036230
LOC100274316,Zm00001d044225
LOC100274317,Zm00001d031209
LOC100274318,Zm00001d037725
LOC100274319,Zm00001d022593
LOC100274320,Zm00001d005029
LOC100274321,Zm00001d033836
LOC100274322,Zm00001d008795
LOC100274323,Zm00001d039052
LOC100274324,Zm00001d038351
LOC100274325,Zm00001d028151
LOC100274326,Zm00001d001808
LOC100274327,Zm00001d012685
LOC100274328,Zm00001d022241
LOC100274330,Zm00001d053895
LOC100274332,Zm00001d000224
LOC100274333,Zm00001d028299
LOC100274334,Zm00001d011335
LOC100274336,Zm00001d043266
LOC100274337,Zm00001d032183
LOC100274338,Zm00001d039717
LOC100274339,Zm00001d004917
LOC100274340,Zm00001d037771
LOC100274341,Zm00001d050567
LOC100274342,Zm00001d003076
LOC100274343,Zm00001d048692
LOC100274345,Zm00001d017445
LOC100274346,Zm00001d005684
LOC100274347,-
LOC100274348,Zm00001d049500
LOC100274349,Zm00001d026639
LOC100274350,Zm00001d032621
LOC100274351,Zm00001d014189
LOC100274352,Zm00001d028005
LOC100274353,Zm00001d013879
LOC100274354,Zm00001d018204
LOC100274355,Zm00001d019311
LOC100274356,Zm00001d014121
LOC100274357,Zm00001d040011
LOC100274358,Zm00001d038383
LOC100274359,Zm00001d006921
LOC100274360,Zm00001d034979
LOC100274361,Zm00001d017557
LOC100274362,Zm00001d050551
LOC100274363,Zm00001d038224
LOC100274364,Zm00001d045785
LOC100274365,Zm00001d027841
LOC100274366,Zm00001d030024
LOC100274367,Zm00001d012378
LOC100274368,Zm00001d025798
LOC100274370,Zm00001d003903
LOC100274372,Zm00001d037984
LOC100274373,Zm00001d038361
LOC100274374,Zm00001d013429
LOC100274376,Zm00001d012652
LOC100274377,Zm00001d000123
LOC100274378,Zm00001d019698
LOC100274379,Zm00001d028998
LOC100274380,Zm00001d033024
LOC100274381,-
LOC100274382,Zm00001d014763
LOC100274383,Zm00001d028572
LOC100274384,Zm00001d032600
LOC100274385,Zm00001d032543
LOC100274387,Zm00001d038960
LOC100274388,Zm00001d014814
LOC100274389,Zm00001d053936
LOC100274391,-
LOC100274392,Zm00001d014530
LOC100274393,Zm00001d054038
LOC100274394,Zm00001d033955
LOC100274395,Zm00001d043764
LOC100274396,Zm00001d024759
LOC100274397,Zm00001d050191
LOC100274398,Zm00001d026191
LOC100274399,Zm00001d013598
LOC100274400,Zm00001d036370
LOC100274401,Zm00001d021633
LOC100274407,-
LOC100274408,Zm00001d022535
LOC100274409,Zm00001d033863
LOC100274410,Zm00001d038513
LOC100274411,Zm00001d032875
LOC100274412,Zm00001d036080
LOC100274413,Zm00001d002705
LOC100274414,Zm00001d027374
LOC100274415,Zm00001d052673
LOC100274416,Zm00001d044665
LOC100274417,Zm00001d010942
LOC100274419,Zm00001d018648
LOC100274420,Zm00001d008730
LOC100274421,Zm00001d010607
LOC100274423,-
LOC100274424,Zm00001d002851
LOC100274425,Zm00001d013028
LOC100274426,Zm00001d048106
LOC100274427,Zm00001d002004
LOC100274428,Zm00001d028397
LOC100274429,Zm00001d034606
LOC100274430,Zm00001d053202
LOC100274431,Zm00001d016063
LOC100274432,Zm00001d027683
LOC100274433,Zm00001d037034
LOC100274434,Zm00001d013838
LOC100274435,Zm00001d038181
LOC100274436,Zm00001d034028
LOC100274437,Zm00001d005228
LOC100274438,Zm00001d003673
LOC100274439,Zm00001d027362
LOC100274440,Zm00001d035492
LOC100274441,Zm00001d018155
LOC100274442,Zm00001d045884
LOC100274443,Zm00001d049357
LOC100274444,Zm00001d016911
LOC100274445,Zm00001d053616
LOC100274446,Zm00001d029106
LOC100274447,Zm00001d025232
LOC100274448,Zm00001d036727
LOC100274449,Zm00001d011838
LOC100274450,Zm00001d052700
LOC100274451,Zm00001d008922
LOC100274452,Zm00001d048686
LOC100274453,Zm00001d011285
LOC100274454,Zm00001d003451
LOC100274456,Zm00001d041201
LOC100274457,Zm00001d047738
LOC100274458,Zm00001d003745
LOC100274460,Zm00001d002550
LOC100274461,Zm00001d015148
LOC100274463,Zm00001d052696
LOC100274464,Zm00001d013419
LOC100274465,Zm00001d050645
LOC100274466,Zm00001d037062
LOC100274468,-
LOC100274469,Zm00001d044685
LOC100274470,Zm00001d020309
LOC100274471,Zm00001d012395
LOC100274472,Zm00001d010190
LOC100274473,Zm00001d013231
LOC100274474,Zm00001d006308
LOC100274475,Zm00001d038440
LOC100274476,Zm00001d014386
LOC100274477,Zm00001d032821
LOC100274479,-
LOC100274480,Zm00001d009700
LOC100274481,Zm00001d018966
LOC100274482,Zm00001d028129
LOC100274483,Zm00001d023606
LOC100274484,Zm00001d052054
LOC100274485,Zm00001d012823
LOC100274486,Zm00001d025549
LOC100274487,Zm00001d014665
LOC100274489,Zm00001d038222
LOC100274490,-
LOC100274492,Zm00001d029391
LOC100274493,Zm00001d010744
LOC100274494,Zm00001d040644
LOC100274496,Zm00001d033275
LOC100274497,Zm00001d007095
LOC100274498,Zm00001d023271
LOC100274499,Zm00001d049716
LOC100274500,Zm00001d023936
LOC100274502,Zm00001d046445
LOC100274503,Zm00001d043229
bk4,Zm00001d020974
LOC100274505,Zm00001d021231
LOC100274506,Zm00001d016550
LOC100274507,Zm00001d003524
LOC100274508,Zm00001d014769
LOC100274509,Zm00001d015319
LOC100274510,Zm00001d016933
LOC100274511,Zm00001d047920
LOC100274512,Zm00001d038326
LOC100274513,Zm00001d038401
LOC100274514,Zm00001d042279
LOC100274515,-
LOC100274516,Zm00001d030863
LOC100274517,Zm00001d043881
LOC100274518,Zm00001d035561
LOC100274519,Zm00001d032899
LOC100274520,Zm00001d042619
LOC100274521,Zm00001d011051
LOC100274522,Zm00001d038574
LOC100274523,Zm00001d034068
LOC100274524,Zm00001d051438
LOC100274525,Zm00001d007180
LOC100274526,Zm00001d024676
LOC100274527,Zm00001d052189
LOC100274528,Zm00001d003631
LOC100274529,Zm00001d042746
LOC100274530,Zm00001d015375
LOC100274531,Zm00001d032633
LOC100274532,Zm00001d005392
LOC100274533,Zm00001d028702
LOC100274535,Zm00001d021551
LOC100274536,-
LOC100274537,Zm00001d013656
LOC100274538,Zm00001d005895
LOC100274540,Zm00001d013809
LOC100274541,Zm00001d017097
LOC100274542,Zm00001d027742
LOC100274544,Zm00001d015918
LOC100274545,Zm00001d011933
LOC100274546,-
LOC100274547,Zm00001d022237
LOC100274548,-
LOC100274549,Zm00001d002267
LOC100274551,Zm00001d016387
LOC100274552,Zm00001d046921
LOC100274553,Zm00001d013962
LOC100274554,-
LOC100274555,-
LOC100274556,Zm00001d020365
LOC100274557,Zm00001d014663
LOC100274558,Zm00001d014994
LOC100274559,Zm00001d037481
LOC100274560,Zm00001d010216
LOC100274561,Zm00001d049225
LOC100274562,Zm00001d052268
LOC100274563,Zm00001d045302
LOC100274564,Zm00001d049295
LOC100274565,Zm00001d043195
LOC100274566,Zm00001d025652
LOC100274567,Zm00001d041489
LOC100274568,Zm00001d009647
LOC100274569,Zm00001d010411
LOC100274570,Zm00001d011985
LOC100274571,Zm00001d042267
LOC100274572,Zm00001d052886
LOC100274573,Zm00001d038880
LOC100274574,Zm00001d032719
LOC100274575,Zm00001d021677
LOC100274576,Zm00001d018944
LOC100274577,Zm00001d029125
LOC100274578,Zm00001d002739
LOC100274579,Zm00001d015376
LOC100274580,Zm00001d039513
LOC100274582,Zm00001d038122
LOC100274583,Zm00001d027894
LOC100274584,Zm00001d047749
LOC100274585,Zm00001d004758
LOC100274586,Zm00001d037505
LOC100274588,Zm00001d010162
LOC100274590,Zm00001d017768
LOC100274591,Zm00001d041467
LOC100274592,Zm00001d011487
LOC100274593,Zm00001d028555
LOC100274594,Zm00001d043058
LOC100274595,Zm00001d051554
LOC100274597,Zm00001d044095
LOC100274598,Zm00001d009555
LOC100274599,Zm00001d021778
LOC100274600,-
LOC100274601,Zm00001d040158
LOC100274602,Zm00001d043872
LOC100274603,Zm00001d046397
LOC100274605,-
LOC100274606,Zm00001d009811
LOC100274607,Zm00001d041880
LOC100274608,Zm00001d022153
LOC100274609,-
LOC100274612,Zm00001d019704
LOC100274613,-
LOC100274616,Zm00001d012097
LOC100274617,Zm00001d052234
LOC100274619,-
LOC100274623,Zm00001d008288
LOC100274624,Zm00001d008676
LOC100274625,Zm00001d022244
LOC100274629,Zm00001d020723
LOC100274630,Zm00001d004903
LOC100274631,-
LOC100274632,Zm00001d035945
LOC100274633,Zm00001d048317
LOC100274634,-
LOC100274636,Zm00001d027399
LOC100274637,Zm00001d029366
LOC100274638,Zm00001d029669
LOC100274639,-
LOC100274640,Zm00001d052657
LOC100274643,Zm00001d033391
LOC100274646,Zm00001d007444
LOC100274648,Zm00001d015126
LOC100274649,-
LOC100274650,Zm00001d018338
LOC100274651,Zm00001d004733
LOC100274652,Zm00001d026319
LOC100274654,Zm00001d003269
LOC100274655,-
LOC100274657,-
LOC100274659,Zm00001d021628
LOC100274660,-
LOC100274662,Zm00001d035079
LOC100274665,Zm00001d038753
LOC100274670,Zm00001d025513
LOC100274672,Zm00001d053763
LOC100274674,Zm00001d051017
LOC100274675,Zm00001d021142
LOC100274676,Zm00001d024318
LOC100274677,-
LOC100274678,Zm00001d047323
LOC100274679,Zm00001d016105
LOC100274680,Zm00001d049928
LOC100274681,Zm00001d023311
LOC100274682,-
LOC100274686,-
LOC100274687,Zm00001d047776
LOC100274688,Zm00001d029490
LOC100274689,Zm00001d013599
LOC100274691,Zm00001d023903
LOC100274694,Zm00001d006460
LOC100274696,Zm00001d044222
LOC100274698,Zm00001d013319
LOC100274700,Zm00001d011520
LOC100274701,Zm00001d013767
LOC100274705,Zm00001d021524
LOC100274706,Zm00001d015212
LOC100274707,-
LOC100274709,Zm00001d040489
LOC100274710,Zm00001d030742
LOC100274717,Zm00001d029861
LOC100274719,Zm00001d053095
LOC100274720,Zm00001d044352
LOC100274722,Zm00001d038331
LOC100274724,Zm00001d046667
LOC100274725,Zm00001d029856
LOC100274727,Zm00001d012248
LOC100274728,Zm00001d040596
LOC100274729,Zm00001d014419
LOC100274731,Zm00001d023317
LOC100274732,Zm00001d039001
LOC100274733,Zm00001d008924
LOC100274734,Zm00001d022643
LOC100274735,-
LOC100274736,-
LOC100274738,Zm00001d022016
LOC100274739,Zm00001d043024
LOC100274741,Zm00001d025229
LOC100274743,Zm00001d042331
LOC100274745,Zm00001d025323
LOC100274747,Zm00001d000197
LOC100274748,Zm00001d001862
LOC100274749,Zm00001d010401
LOC100274751,Zm00001d018350
LOC100274752,Zm00001d027674
LOC100274753,-
LOC100274754,Zm00001d010491
LOC100274756,-
LOC100274757,Zm00001d043413
LOC100274758,Zm00001d047764
LOC100274759,Zm00001d029052
LOC100274760,Zm00001d002276
LOC100274762,Zm00001d028873
LOC100274763,Zm00001d003786
LOC100274764,-
LOC100274766,Zm00001d023252
LOC100274767,Zm00001d033846
LOC100274769,Zm00001d026413
LOC100274770,Zm00001d034218
LOC100274771,Zm00001d042211
pco137813,Zm00001d000135
LOC100274773,-
LOC100274774,Zm00001d007411
LOC100274775,Zm00001d038523
LOC100274777,Zm00001d005659
LOC100274778,-
z1B_1,-
LOC100274783,Zm00001d051143
LOC100274784,Zm00001d005984
LOC100274788,Zm00001d023953
LOC100274790,Zm00001d046574
LOC100274791,Zm00001d041852
LOC100274792,-
LOC100274793,-
LOC100274794,-
LOC100274796,Zm00001d020610
LOC100274798,Zm00001d031546
LOC100274799,Zm00001d016098
LOC100274801,Zm00001d015338
LOC100274802,Zm00001d040634
LOC100274803,Zm00001d023396
LOC100274804,Zm00001d014834
LOC100274805,Zm00001d018717
LOC100274809,Zm00001d032689
LOC100274815,Zm00001d047917
LOC100274817,Zm00001d025906
LOC100274819,-
LOC100274821,Zm00001d034878
LOC100274822,Zm00001d047973
LOC100274824,Zm00001d048398
LOC100274826,Zm00001d026655
LOC100274827,Zm00001d044978
LOC100274829,Zm00001d027988
LOC100274830,Zm00001d052777
LOC100274833,Zm00001d005047
LOC100274836,Zm00001d043367
LOC100274837,Zm00001d024762
LOC100274838,Zm00001d014733
LOC100274839,-
LOC100274840,-
LOC100274842,-
LOC100274843,Zm00001d000400
LOC100274844,-
LOC100274846,-
LOC100274847,Zm00001d028584
LOC100274848,Zm00001d011594
LOC100274849,Zm00001d006822
LOC100274850,Zm00001d036683
LOC100274851,Zm00001d016698
LOC100274853,Zm00001d030775
LOC100274854,Zm00001d003223
LOC100274856,Zm00001d035628
LOC100274857,Zm00001d048335
LOC100274858,Zm00001d026143
LOC100274860,-
LOC100274863,Zm00001d038424
LOC100274864,Zm00001d012808
LOC100274865,Zm00001d042094
LOC100274866,Zm00001d002520
LOC100274868,Zm00001d047916
LOC100274870,Zm00001d025337
LOC100274871,Zm00001d024348
LOC100274873,-
LOC100274874,Zm00001d033503
LOC100274875,Zm00001d046362
LOC100274876,-
LOC100274877,Zm00001d053976
LOC100274878,Zm00001d043400
LOC100274879,Zm00001d012917
LOC100274880,Zm00001d040246
LOC100274883,Zm00001d043202
LOC100274884,Zm00001d031843
LOC100274885,Zm00001d052955
LOC100274886,Zm00001d038974
LOC100274887,Zm00001d012332
LOC100274888,-
LOC100274889,Zm00001d047236
LOC100274890,Zm00001d053868
LOC100274892,Zm00001d025746
LOC100274896,Zm00001d022347
LOC100274899,Zm00001d018837
LOC100274900,Zm00001d028916
LOC100274901,Zm00001d017640
z1A1_4,Zm00001d048849
LOC100274905,-
LOC100274906,-
LOC100274909,Zm00001d001990
LOC100274910,Zm00001d039997
LOC100274911,Zm00001d032448
LOC100274912,Zm00001d029835
LOC100274914,Zm00001d016651
LOC100274915,-
LOC100274918,Zm00001d052958
LOC100274920,Zm00001d010519
LOC100274922,Zm00001d027851
LOC100274923,Zm00001d048348
LOC100274924,Zm00001d022174
LOC100274927,Zm00001d030370
LOC100274928,Zm00001d001966
LOC100274929,Zm00001d044691
LOC100274930,Zm00001d016744
LOC100274932,Zm00001d049451
LOC100274933,Zm00001d008839
LOC100274934,-
LOC100274935,-
LOC100274936,Zm00001d010606
LOC100274937,Zm00001d051860
LOC100274938,Zm00001d003447
LOC100274941,Zm00001d033307
LOC100274942,-
LOC100274943,Zm00001d034359
LOC100274944,-
LOC100274945,Zm00001d045509
LOC100274946,Zm00001d043830
LOC100274947,Zm00001d032522
LOC100274949,Zm00001d029595
LOC100274954,-
LOC100274956,Zm00001d026260
LOC100274958,Zm00001d012709
LOC100274960,-
LOC100274961,Zm00001d049178
LOC100274962,-
LOC100274963,-
LOC100274964,Zm00001d031470
LOC100274966,Zm00001d034425
LOC100274967,Zm00001d020198
LOC100274968,Zm00001d040619
LOC100274969,Zm00001d044227
LOC100274970,Zm00001d025490
LOC100274971,Zm00001d031062
LOC100274973,Zm00001d038853
LOC100274974,Zm00001d038453
LOC100274978,Zm00001d006884
LOC100274980,Zm00001d041382
LOC100274981,Zm00001d027448
LOC100274982,Zm00001d041300
LOC100274983,Zm00001d037474
LOC100274985,Zm00001d006603
LOC100274986,-
LOC100274988,-
LOC100274989,-
LOC100274990,Zm00001d045629
LOC100274991,-
LOC100274993,Zm00001d014317
LOC100274995,Zm00001d022574
LOC100274999,Zm00001d020399
LOC100275001,-
LOC100275003,Zm00001d009394
LOC100275005,Zm00001d043201
LOC100275011,Zm00001d052327
LOC100275014,-
LOC100275015,Zm00001d038075
LOC100275017,Zm00001d011136
LOC100275018,Zm00001d013836
LOC100275021,Zm00001d007057
LOC100275023,Zm00001d053851
LOC100275024,Zm00001d012740
LOC100275026,-
LOC100275030,Zm00001d047259
LOC100275033,-
LOC100275035,-
LOC100275036,Zm00001d022581
LOC100275038,Zm00001d034565
LOC100275040,Zm00001d036409
LOC100275042,Zm00001d013721
LOC100275043,Zm00001d015367
LOC100275045,Zm00001d014282
LOC100275046,Zm00001d001996
LOC100275047,Zm00001d035306
LOC100275050,Zm00001d048920
LOC100275051,-
LOC100275054,Zm00001d031224
LOC100275055,Zm00001d003775
LOC100275056,Zm00001d042875
LOC100275057,-
LOC100275058,Zm00001d017286
LOC100275059,Zm00001d042554
LOC100275060,Zm00001d051411
LOC100275064,Zm00001d032644
LOC100275065,Zm00001d003905
LOC100275069,Zm00001d017141
LOC100275070,Zm00001d051080
LOC100275071,Zm00001d025233
LOC100275072,Zm00001d035319
LOC100275073,Zm00001d048622
LOC100275075,Zm00001d053828
LOC100275076,Zm00001d017146
LOC100275077,Zm00001d007079
LOC100275079,-
LOC100275081,Zm00001d016900
LOC100275083,Zm00001d053641
LOC100275085,Zm00001d002522
LOC100275086,Zm00001d029287
LOC100275087,-
LOC100275088,Zm00001d017432
LOC100275089,Zm00001d017072
LOC100275091,Zm00001d036780
LOC100275093,-
LOC100275095,Zm00001d034869
LOC100275097,Zm00001d043842
LOC100275098,Zm00001d034722
LOC100275099,-
LOC100275101,Zm00001d044142
LOC100275104,Zm00001d050111
LOC100275106,-
LOC100275107,Zm00001d053556
LOC100275108,Zm00001d016085
LOC100275109,-
LOC100275112,Zm00001d032777
LOC100275113,Zm00001d047272
LOC100275115,Zm00001d006286
LOC100275119,Zm00001d022102
LOC100275121,-
LOC100275123,Zm00001d027744
LOC100275125,Zm00001d054016
LOC100275127,Zm00001d020268
LOC100275128,-
LOC100275129,Zm00001d039297
LOC100275130,-
LOC100275131,Zm00001d003107
LOC100275132,Zm00001d032479
LOC100275133,Zm00001d049005
LOC100275134,Zm00001d005241
LOC100275135,Zm00001d010183
LOC100275136,Zm00001d022101
LOC100275140,Zm00001d050347
LOC100275141,Zm00001d010615
LOC100275143,-
LOC100275144,Zm00001d045940
LOC100275145,-
LOC100275151,-
LOC100275153,Zm00001d016269
LOC100275154,Zm00001d011879
LOC100275155,Zm00001d024802
LOC100275156,Zm00001d010540
LOC100275158,Zm00001d024148
LOC100275160,Zm00001d015226
LOC100275162,-
LOC100275163,Zm00001d035207
LOC100275164,-
LOC100275167,Zm00001d013440
LOC100275168,Zm00001d017575
LOC100275169,Zm00001d015799
LOC100275170,-
LOC100275171,-
LOC100275172,Zm00001d012088
LOC100275173,Zm00001d013178
LOC100275174,Zm00001d016248
LOC100275175,Zm00001d043808
LOC100275176,-
LOC100275177,Zm00001d051128
LOC100275178,Zm00001d013896
LOC100275179,-
LOC100275180,Zm00001d032503
LOC100275181,-
LOC100275184,Zm00001d029506
LOC100275186,Zm00001d001880
LOC100275187,Zm00001d033776
LOC100275190,Zm00001d032164
LOC100275191,-
LOC100275193,Zm00001d033840
LOC100275194,Zm00001d051800
LOC100275195,Zm00001d040057
LOC100275199,Zm00001d045935
LOC100275200,Zm00001d043525
LOC100275201,Zm00001d044027
LOC100275203,Zm00001d036136
LOC100275204,Zm00001d017865
LOC100275205,Zm00001d048694
LOC100275206,Zm00001d016543
LOC100275213,Zm00001d043045
LOC100275214,Zm00001d006096
LOC100275216,Zm00001d034947
LOC100275221,Zm00001d035317
LOC100275222,-
LOC100275224,Zm00001d005109
LOC100275225,Zm00001d042812
LOC100275227,Zm00001d001776
LOC100275228,Zm00001d011799
LOC100275230,Zm00001d031510
LOC100275232,Zm00001d003057
LOC100275233,Zm00001d044745
LOC100275235,-
LOC100275237,Zm00001d011635
LOC100275238,Zm00001d021812
LOC100275241,Zm00001d028588
LOC100275243,Zm00001d033893
LOC100275244,Zm00001d010010
LOC100275246,Zm00001d006060
LOC100275247,-
LOC100275248,Zm00001d046595
LOC100275250,Zm00001d026437
LOC100275251,Zm00001d023461
LOC100275252,Zm00001d038693
LOC100275253,Zm00001d044176
LOC100275254,Zm00001d021705
LOC100275257,Zm00001d010965
LOC100275258,-
LOC100275259,Zm00001d016568
LOC100275260,Zm00001d052002
LOC100275261,-
LOC100275262,Zm00001d028022
LOC100275265,Zm00001d033730
LOC100275267,Zm00001d012396
LOC100275269,Zm00001d012530
LOC100275270,Zm00001d032130
LOC100275271,Zm00001d016858
LOC100275272,Zm00001d017535
LOC100275276,-
LOC100275277,Zm00001d036018
LOC100275279,Zm00001d003482
LOC100275282,Zm00001d043665
LOC100275283,Zm00001d001989
LOC100275284,-
LOC100275285,-
LOC100275286,Zm00001d019002
LOC100275288,-
LOC100275289,-
LOC100275290,Zm00001d005693
LOC100275291,Zm00001d027492
LOC100275292,-
LOC100275295,Zm00001d024371
LOC100275296,Zm00001d037785
LOC100275297,Zm00001d008731
LOC100275298,Zm00001d028548
LOC100275300,Zm00001d034407
LOC100275301,Zm00001d026329
LOC100275303,Zm00001d029361
LOC100275307,Zm00001d007349
LOC100275309,-
LOC100275311,Zm00001d033874
LOC100275312,-
LOC100275314,Zm00001d033150
LOC100275315,Zm00001d035759
LOC100275316,Zm00001d030665
LOC100275317,-
LOC100275318,Zm00001d014667
LOC100275319,Zm00001d020317
LOC100275320,Zm00001d002021
LOC100275322,Zm00001d039098
LOC100275324,Zm00001d010903
LOC100275325,-
LOC100275326,-
LOC100275328,Zm00001d042114
LOC100275329,Zm00001d011189
LOC100275330,Zm00001d043338
LOC100275333,-
LOC100275334,Zm00001d050384
LOC100275335,Zm00001d021177
LOC100275336,Zm00001d034025
LOC100275339,Zm00001d014328
LOC100275340,Zm00001d035270
LOC100275341,Zm00001d007708
LOC100275342,Zm00001d037852
LOC100275343,-
LOC100275344,Zm00001d052133
LOC100275345,Zm00001d002992
LOC100275347,Zm00001d028885
LOC100275348,Zm00001d011968
LOC100275350,Zm00001d026031
LOC100275351,Zm00001d030995
LOC100275352,Zm00001d046634
LOC100275353,Zm00001d009802
LOC100275354,Zm00001d025953
LOC100275355,Zm00001d005833
LOC100275356,Zm00001d027903
LOC100275357,-
LOC100275358,Zm00001d052147
LOC100275360,Zm00001d038608
LOC100275361,Zm00001d051700
LOC100275364,-
LOC100275367,Zm00001d017621
LOC100275369,Zm00001d007175
LOC100275370,-
LOC100275372,Zm00001d022421
LOC100275374,Zm00001d036761
LOC100275376,Zm00001d047060
LOC100275378,-
LOC100275380,Zm00001d005529
LOC100275381,Zm00001d012972
LOC100275385,Zm00001d045309
LOC100275386,-
LOC100275387,Zm00001d052409
LOC100275389,Zm00001d016216
LOC100275390,Zm00001d011902
LOC100275396,Zm00001d042603
LOC100275397,Zm00001d016570
LOC100275398,Zm00001d039058
LOC100275401,Zm00001d020603
LOC100275403,-
LOC100275404,Zm00001d026695
LOC100275405,Zm00001d038164
LOC100275407,Zm00001d013326
LOC100275408,Zm00001d047441
LOC100275409,Zm00001d004672
LOC100275410,Zm00001d020348
LOC100275411,Zm00001d018816
LOC100275412,-
LOC100275413,Zm00001d044674
LOC100275414,Zm00001d028649
LOC100275415,Zm00001d012325
LOC100275416,Zm00001d006354
LOC100275419,Zm00001d003161
LOC100275420,Zm00001d018274
LOC100275421,Zm00001d021416
LOC100275422,Zm00001d022582
LOC100275423,-
LOC100275424,Zm00001d049407
LOC100275426,Zm00001d003833
LOC100275427,Zm00001d035171
LOC100275429,Zm00001d017045
LOC100275430,Zm00001d007907
LOC100275431,Zm00001d031700
LOC100275436,-
LOC100275437,Zm00001d016379
LOC100275438,Zm00001d038712
LOC100275439,Zm00001d049288
LOC100275442,Zm00001d041041
LOC100275443,Zm00001d013193
LOC100275445,Zm00001d036430
LOC100275447,Zm00001d006336
LOC100275448,Zm00001d045017
LOC100275449,Zm00001d024036
LOC100275451,Zm00001d037072
LOC100275452,Zm00001d012205
LOC100275453,-
LOC100275455,Zm00001d018725
LOC100275456,-
LOC100275459,Zm00001d030954
LOC100275460,Zm00001d032298
LOC100275461,Zm00001d039726
LOC100275462,Zm00001d018364
LOC100275463,Zm00001d048789
LOC100275464,Zm00001d021841
LOC100275466,Zm00001d004342
LOC100275467,-
LOC100275468,Zm00001d038552
LOC100275469,Zm00001d028389
LOC100275470,Zm00001d026611
LOC100275472,Zm00001d047366
LOC100275474,Zm00001d052118
LOC100275476,Zm00001d027573
LOC100275478,Zm00001d029402
LOC100275479,-
LOC100275480,Zm00001d043849
LOC100275481,Zm00001d048831
LOC100275482,Zm00001d027659
LOC100275483,Zm00001d014868
LOC100275484,Zm00001d022252
LOC100275485,Zm00001d053925
LOC100275488,Zm00001d050748
LOC100275489,Zm00001d044988
LOC100275491,Zm00001d032098
LOC100275492,Zm00001d005193
LOC100275493,Zm00001d044099
LOC100275494,Zm00001d031024
LOC100275495,Zm00001d005520
LOC100275496,Zm00001d013287
LOC100275497,Zm00001d000307
LOC100275498,Zm00001d037743
LOC100275501,Zm00001d015585
LOC100275502,Zm00001d043318
LOC100275503,Zm00001d043692
LOC100275504,Zm00001d010175
LOC100275507,Zm00001d008305
LOC100275508,Zm00001d027597
LOC100275511,Zm00001d018491
LOC100275514,Zm00001d013825
LOC100275515,Zm00001d014755
LOC100275516,Zm00001d015767
LOC100275517,-
LOC100275520,Zm00001d014937
LOC100275521,Zm00001d006126
LOC100275522,Zm00001d039993
LOC100275523,Zm00001d035081
LOC100275524,Zm00001d002730
LOC100275525,Zm00001d002341
LOC100275527,Zm00001d000310
LOC100275534,Zm00001d050705
LOC100275536,Zm00001d049748
LOC100275537,Zm00001d040126
LOC100275538,Zm00001d016865
LOC100275540,Zm00001d034651
LOC100275542,Zm00001d053372
LOC100275543,Zm00001d038484
LOC100275544,Zm00001d007503
LOC100275545,Zm00001d032666
LOC100275546,Zm00001d043325
LOC100275547,Zm00001d032272
LOC100275548,Zm00001d039534
LOC100275550,Zm00001d025347
LOC100275551,Zm00001d038854
LOC100275552,Zm00001d026067
LOC100275553,Zm00001d015772
LOC100275554,Zm00001d011827
LOC100275555,Zm00001d032939
LOC100275556,-
LOC100275557,Zm00001d049597
LOC100275558,Zm00001d026487
LOC100275559,Zm00001d009746
LOC100275560,Zm00001d037085
LOC100275561,Zm00001d012465
LOC100275564,Zm00001d009265
LOC100275566,Zm00001d012223
LOC100275567,Zm00001d032999
LOC100275568,Zm00001d036989
LOC100275569,Zm00001d042598
LOC100275570,Zm00001d039858
LOC100275571,-
LOC100275572,Zm00001d041525
LOC100275573,Zm00001d020532
LOC100275574,Zm00001d038964
LOC100275576,Zm00001d026492
LOC100275577,Zm00001d034085
LOC100275578,Zm00001d052922
LOC100275579,Zm00001d033130
LOC100275580,Zm00001d022575
LOC100275582,Zm00001d002819
LOC100275583,-
LOC100275584,Zm00001d025431
LOC100275585,Zm00001d031854
LOC100275588,Zm00001d012084
LOC100275589,Zm00001d012596
LOC100275591,-
LOC100275594,Zm00001d039477
LOC100275595,Zm00001d035200
LOC100275596,Zm00001d019752
LOC100275597,Zm00001d033497
LOC100275599,Zm00001d029887
LOC100275600,Zm00001d047840
LOC100275601,Zm00001d037434
LOC100275602,-
LOC100275603,Zm00001d025281
LOC100275604,Zm00001d038998
LOC100275605,Zm00001d046910
LOC100275606,Zm00001d042794
LOC100275607,Zm00001d033296
LOC100275609,Zm00001d031338
LOC100275610,Zm00001d029570
LOC100275611,Zm00001d040804
LOC100275614,Zm00001d009330
LOC100275615,-
LOC100275617,Zm00001d040365
LOC100275618,Zm00001d047107
LOC100275619,Zm00001d046372
LOC100275620,Zm00001d041707
LOC100275621,Zm00001d051884
LOC100275622,Zm00001d028415
LOC100275623,Zm00001d020881
LOC100275624,Zm00001d033094
LOC100275626,Zm00001d034787
LOC100275628,Zm00001d034838
LOC100275629,Zm00001d011559
LOC100275630,Zm00001d032555
LOC100275631,Zm00001d022369
LOC100275632,Zm00001d005099
LOC100275633,-
LOC100275634,Zm00001d036402
LOC100275635,Zm00001d034380
